Date,Date_new,year_new,month_new,day_new,Type,Link
10-04-2022,2022-04-10,2022,4,10,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aarticle%3A8959057835198568720"
05-04-2022,2022-04-05,2022,4,5,PRAISE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6915903496588288000"
01-04-2022,2022-04-01,2022,4,1,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6914557242054688768"
27-03-2022,2022-03-27,2022,3,27,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6913798511121580032"
27-03-2022,2022-03-27,2022,3,27,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6912788390245466112"
25-03-2022,2022-03-25,2022,3,25,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6908757690449850368"
25-03-2022,2022-03-25,2022,3,25,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6909750104476332032"
25-03-2022,2022-03-25,2022,3,25,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6911721492263096323"
14-03-2022,2022-03-14,2022,3,14,PRAISE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6908233538655674368"
02-03-2022,2022-03-02,2022,3,2,INTEREST,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6902518921170096128"
18-02-2022,2022-02-18,2022,2,18,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6900424914499956736"
11-02-2022,2022-02-11,2022,2,11,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6897792740621697025"
09-02-2022,2022-02-09,2022,2,9,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6884756170070986752"
09-02-2022,2022-02-09,2022,2,9,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6895328506495258624"
20-01-2022,2022-01-20,2022,1,20,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6889684752509612032"
13-01-2022,2022-01-13,2022,1,13,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6887075972450004994"
08-01-2022,2022-01-08,2022,1,8,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6885114096140730368"
06-01-2022,2022-01-06,2022,1,6,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6884472463204474880"
02-01-2022,2022-01-02,2022,1,2,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6882935137617747968"
28-12-2021,2021-12-28,2021,12,28,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6881637497890238464"
27-12-2021,2021-12-27,2021,12,27,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6876585007683514368?commentUrn=urn%3Ali%3
27-12-2021,2021-12-27,2021,12,27,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6876585007683514368?commentUrn=urn%3Ali%3
27-12-2021,2021-12-27,2021,12,27,PRAISE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6881087069666512896"
26-12-2021,2021-12-26,2021,12,26,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6880735016557584384"
23-12-2021,2021-12-23,2021,12,23,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6879077106194771968"
22-12-2021,2021-12-22,2021,12,22,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6876585007683514368?commentUrn=urn%3Ali%3
22-12-2021,2021-12-22,2021,12,22,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6876585007683514368?commentUrn=urn%3Ali%3
19-12-2021,2021-12-19,2021,12,19,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6876585007683514368?commentUrn=urn%3Ali%3
19-12-2021,2021-12-19,2021,12,19,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6876585007683514368?commentUrn=urn%3Ali%3
18-12-2021,2021-12-18,2021,12,18,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6877661861450399744"
17-12-2021,2021-12-17,2021,12,17,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6869665547676606464?commentUrn=urn%3Ali%3
17-12-2021,2021-12-17,2021,12,17,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6876585007683514368"
17-12-2021,2021-12-17,2021,12,17,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6876585007683514368?commentUrn=urn%3Ali%3
17-12-2021,2021-12-17,2021,12,17,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6877503807148883968"
17-12-2021,2021-12-17,2021,12,17,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6877491132901691392"
16-12-2021,2021-12-16,2021,12,16,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6877225228330782720"
16-12-2021,2021-12-16,2021,12,16,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6876585007683514368?commentUrn=urn%3Ali%3
16-12-2021,2021-12-16,2021,12,16,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6876585007683514368?commentUrn=urn%3Ali%3
16-12-2021,2021-12-16,2021,12,16,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6876585007683514368?commentUrn=urn%3Ali%3
15-12-2021,2021-12-15,2021,12,15,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6873844039628808192"
14-12-2021,2021-12-14,2021,12,14,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6876596396351377408"
13-12-2021,2021-12-13,2021,12,13,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6876077871471828992"
10-12-2021,2021-12-10,2021,12,10,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6874737523004985344"
09-12-2021,2021-12-09,2021,12,9,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6873881870837403648"
07-12-2021,2021-12-07,2021,12,7,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6872035896678588416"
07-12-2021,2021-12-07,2021,12,7,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6873791689882902528"
06-12-2021,2021-12-06,2021,12,6,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6873435576062787585"
01-12-2021,2021-12-01,2021,12,1,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6869145945725046784"
30-11-2021,2021-11-30,2021,11,30,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6871141914423414784"
28-11-2021,2021-11-28,2021,11,28,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6870235853332058112"
28-11-2021,2021-11-28,2021,11,28,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6869665547676606464?commentUrn=urn%3Ali%3
25-11-2021,2021-11-25,2021,11,25,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6869259745061060609"
25-11-2021,2021-11-25,2021,11,25,LIKE,https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6869665547676606464?commentUrn=urn%3Ali%3
25-11-2021,2021-11-25,2021,11,25,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6869665547676606464"
24-11-2021,2021-11-24,2021,11,24,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6867096242535612416"
24-11-2021,2021-11-24,2021,11,24,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6869129961324855296"
22-11-2021,2021-11-22,2021,11,22,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6868528777706786816"
22-11-2021,2021-11-22,2021,11,22,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6866753214583332864"
18-11-2021,2021-11-18,2021,11,18,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6866563417503862784"
10-11-2021,2021-11-10,2021,11,10,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6864114964190375936"
10-11-2021,2021-11-10,2021,11,10,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6864146279841226752"
05-11-2021,2021-11-05,2021,11,5,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6860857424606191616"
05-11-2021,2021-11-05,2021,11,5,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6861927766087081984"
05-11-2021,2021-11-05,2021,11,5,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6861965990218092544"
04-11-2021,2021-11-04,2021,11,4,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6862024115595952128"
30-10-2021,2021-10-30,2021,10,30,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6859922984891637760"
29-10-2021,2021-10-29,2021,10,29,PRAISE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6857735906732888064"
28-10-2021,2021-10-28,2021,10,28,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6859330591561670656"
28-10-2021,2021-10-28,2021,10,28,PRAISE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6859352044348809216"
27-10-2021,2021-10-27,2021,10,27,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6857988122697895936"
18-10-2021,2021-10-18,2021,10,18,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6855803543501205504"
13-10-2021,2021-10-13,2021,10,13,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6853708330813190144"
12-10-2021,2021-10-12,2021,10,12,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6853673745970733056"
12-10-2021,2021-10-12,2021,10,12,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6853173427004612608"
06-10-2021,2021-10-06,2021,10,6,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6851401018626904064"
05-10-2021,2021-10-05,2021,10,5,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6850863907486228480"
01-10-2021,2021-10-01,2021,10,1,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6849739125034250240"
01-10-2021,2021-10-01,2021,10,1,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6849292147984781312"
29-09-2021,2021-09-29,2021,9,29,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6848336025383710720"
27-09-2021,2021-09-27,2021,9,27,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6848223747602710528"
27-09-2021,2021-09-27,2021,9,27,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6848179171458465792"
27-09-2021,2021-09-27,2021,9,27,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6848155575516311552"
27-09-2021,2021-09-27,2021,9,27,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6848132077192306688"
26-09-2021,2021-09-26,2021,9,26,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6847785389122478080"
24-09-2021,2021-09-24,2021,9,24,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6845033181465452544"
24-09-2021,2021-09-24,2021,9,24,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6844529788367998977"
24-09-2021,2021-09-24,2021,9,24,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6847011844289241088"
24-09-2021,2021-09-24,2021,9,24,PRAISE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6846519147493498880"
23-09-2021,2021-09-23,2021,9,23,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6846684218039271424"
20-09-2021,2021-09-20,2021,9,20,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6844888548915646464"
17-09-2021,2021-09-17,2021,9,17,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6843877327085035520"
17-09-2021,2021-09-17,2021,9,17,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6844272439053037568"
17-09-2021,2021-09-17,2021,9,17,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6844266819310686209"
13-09-2021,2021-09-13,2021,9,13,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6842655212465864704"
09-09-2021,2021-09-09,2021,9,9,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6841624910574485504"
08-09-2021,2021-09-08,2021,9,8,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6841278802480513024"
07-09-2021,2021-09-07,2021,9,7,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6840688139653255169"
06-09-2021,2021-09-06,2021,9,6,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6839837287921053696"
06-09-2021,2021-09-06,2021,9,6,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6840144766345334784"
02-09-2021,2021-09-02,2021,9,2,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6838522158399016960"
02-09-2021,2021-09-02,2021,9,2,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6837024966274379776"
01-09-2021,2021-09-01,2021,9,1,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6838736988884008961"
01-09-2021,2021-09-01,2021,9,1,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6838082016647368704"
28-08-2021,2021-08-28,2021,8,28,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6837385064863567872"
28-08-2021,2021-08-28,2021,8,28,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6837254801546362880"
25-08-2021,2021-08-25,2021,8,25,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6835930005973872640"
23-08-2021,2021-08-23,2021,8,23,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6832711379313668097"
15-08-2021,2021-08-15,2021,8,15,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6832519573397352448"
13-08-2021,2021-08-13,2021,8,13,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6831653070120734720"
10-08-2021,2021-08-10,2021,8,10,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6827597309816266752"
10-08-2021,2021-08-10,2021,8,10,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6830464883063083008"
08-08-2021,2021-08-08,2021,8,8,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6829073817533505536"
02-08-2021,2021-08-02,2021,8,2,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6827979313141362688"
02-08-2021,2021-08-02,2021,8,2,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6827893573527195648"
02-08-2021,2021-08-02,2021,8,2,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6827954613744922624"
02-08-2021,2021-08-02,2021,8,2,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6823242887610937344"
02-08-2021,2021-08-02,2021,8,2,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6827515974414155776"
01-08-2021,2021-08-01,2021,8,1,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6822909684345835520"
30-07-2021,2021-07-30,2021,7,30,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6826288935933669376"
30-07-2021,2021-07-30,2021,7,30,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6826477246090412032"
29-07-2021,2021-07-29,2021,7,29,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6825981531501162496"
27-07-2021,2021-07-27,2021,7,27,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6823472729350643712"
26-07-2021,2021-07-26,2021,7,26,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6824600628690518017"
23-07-2021,2021-07-23,2021,7,23,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6824313958107877376"
23-07-2021,2021-07-23,2021,7,23,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6824234651020791808"
23-07-2021,2021-07-23,2021,7,23,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6824073203351068672"
21-07-2021,2021-07-21,2021,7,21,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6823452914179289088"
20-07-2021,2021-07-20,2021,7,20,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6823135638825512960"
17-07-2021,2021-07-17,2021,7,17,PRAISE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6821856105262579712"
17-07-2021,2021-07-17,2021,7,17,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6821784104527282176"
17-07-2021,2021-07-17,2021,7,17,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6821826145613438976"
08-07-2021,2021-07-08,2021,7,8,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6818658014728376321"
04-07-2021,2021-07-04,2021,7,4,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6812672945677242368"
01-07-2021,2021-07-01,2021,7,1,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6810878630340681728"
01-07-2021,2021-07-01,2021,7,1,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6813188973708627968"
26-06-2021,2021-06-26,2021,6,26,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6813895899002077184"
24-06-2021,2021-06-24,2021,6,24,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6811179701420261376"
21-06-2021,2021-06-21,2021,6,21,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6812585182785228800"
21-06-2021,2021-06-21,2021,6,21,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6812667097076776960"
19-06-2021,2021-06-19,2021,6,19,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6811573528366788608"
15-06-2021,2021-06-15,2021,6,15,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6810482962606489600"
11-06-2021,2021-06-11,2021,6,11,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6809129086204596224"
11-06-2021,2021-06-11,2021,6,11,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6809115464220905472"
11-06-2021,2021-06-11,2021,6,11,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6809077272549617664"
10-06-2021,2021-06-10,2021,6,10,PRAISE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6804688162191917056"
09-06-2021,2021-06-09,2021,6,9,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6808385910304985088"
09-06-2021,2021-06-09,2021,6,9,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6807711003980165120"
03-06-2021,2021-06-03,2021,6,3,PRAISE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6798255390585962496"
02-06-2021,2021-06-02,2021,6,2,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6804101165807136768"
01-06-2021,2021-06-01,2021,6,1,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6802328098655227904"
01-06-2021,2021-06-01,2021,6,1,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6798481887112302592"
01-06-2021,2021-06-01,2021,6,1,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6802347066476507136"
30-05-2021,2021-05-30,2021,5,30,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6803566749846421504"
30-05-2021,2021-05-30,2021,5,30,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6803650713915318272"
16-05-2021,2021-05-16,2021,5,16,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6799084145856319488"
12-05-2021,2021-05-12,2021,5,12,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6798252709200953344"
25-04-2021,2021-04-25,2021,4,25,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6792047904501723136"
25-04-2021,2021-04-25,2021,4,25,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6791755545486458880"
23-04-2021,2021-04-23,2021,4,23,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6791190065063235585"
18-03-2021,2021-03-18,2021,3,18,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6778014505600348160"
11-03-2021,2021-03-11,2021,3,11,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6767319975511257088"
15-01-2021,2021-01-15,2021,1,15,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aarticle%3A6983441119184317890"
12-01-2021,2021-01-12,2021,1,12,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6752628823126286336"
09-01-2021,2021-01-09,2021,1,9,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6645979137624412161"
07-01-2021,2021-01-07,2021,1,7,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6752169717068304384"
28-12-2020,2020-12-28,2020,12,28,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aarticle%3A8121726123027579662"
25-12-2020,2020-12-25,2020,12,25,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aarticle%3A7969457167318807253"
01-12-2020,2020-12-01,2020,12,1,PRAISE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6731498488644849664"
25-10-2020,2020-10-25,2020,10,25,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6718909777210073088"
13-10-2020,2020-10-13,2020,10,13,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6718693527540367360"
08-09-2020,2020-09-08,2020,9,8,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6704214839725694977"
30-04-2020,2020-04-30,2020,4,30,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6653112103395700736"
30-04-2020,2020-04-30,2020,4,30,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6661543283036172288"
19-03-2020,2020-03-19,2020,3,19,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6641927641672839168"
19-03-2020,2020-03-19,2020,3,19,PRAISE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6642390154818478080"
06-03-2020,2020-03-06,2020,3,6,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6641571207739203584"
13-02-2020,2020-02-13,2020,2,13,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6633026995208974336"
02-02-2020,2020-02-02,2020,2,2,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6628628859581489152"
20-01-2020,2020-01-20,2020,1,20,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6621423528354816000"
18-01-2020,2020-01-18,2020,1,18,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3AugcPost%3A6619816210395693056"
18-01-2020,2020-01-18,2020,1,18,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6623894021406236672"
03-08-2019,2019-08-03,2019,8,3,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aarticle%3A7105574871248941212"
03-08-2019,2019-08-03,2019,8,3,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6556763406425255936"
13-07-2019,2019-07-13,2019,7,13,LIKE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6545662224084586496"
13-07-2019,2019-07-13,2019,7,13,PRAISE,"https://www.linkedin.com/feed/update/urn%3Ali%3Aactivity%3A6555701007978979328"
